id,audio_path,transcript,normalized_transcript,native_text,romanized_text,code_mixed_text,scenario,language,duration_seconds
or_00015,N/A,ଦୟାକରି 04:15 ସୁଦ୍ଧା ପହଞ୍ଚନ୍ତು ।,N/A,ଦୟାକରି 04:15 ସୁଦ୍ଧା ପହଞ୍ଚନ୍ତು ।,daaakari 04:15 suddhaa pahanchantu,ଦୟାକରି 04:15 ସୁଦ୍ଧା ପହଞ୍ଚନ୍ତು ।,numeric_normalization,or,0.0
or_00016,N/A,ଆଗକୁ ବଢିବା ପାଇଁ ପାସକୋଡ୍ 7584 ଦିଅନ୍ତು ।,N/A,ଆଗକୁ ବଢିବା ପାଇଁ ପାସକୋଡ୍ 7584 ଦିଅନ୍ତು ।,aagaku badhibaa paain paasakod 7584 diantu,ଆଗକୁ ବଢିବା ପାଇଁ ପାସକୋଡ୍ 7584 ଦିଅନ୍ତು ।,numeric_normalization,or,0.0
or_00017,N/A,ଗତି ସୀମା ହେଉଛି 106 km/hr ।,N/A,ଗତି ସୀମା ହେଉଛି 106 km/hr ।,gati seemaa heuchhi 106 km/hr,ଗତି ସୀମା ହେଉଛି 106 km/hr ।,units_measurements,or,0.0
or_00018,N/A,Apple ହାଇଦ୍ରାବାଦ ରେ ନୂତନ କାର୍ଯ୍ୟାଳୟ ଘୋଷଣା କରିଛି ।,Apple ହାଇଦ୍ରାବାଦ ରେ ନୂତନ କାର୍ଯ୍ୟାଳୟ ଘୋଷଣା କରିଛି ।,Apple ହାଇଦ୍ରାବାଦ ରେ ନୂତନ କାର୍ଯ୍ୟାଳୟ ଘୋଷଣା କରିଛି ।,Apple haaidraabaada re nootana kaaryaa ghoshanaa karichhi,Apple ହାଇଦ୍ରାବାଦ ରେ ନୂତନ କାର୍ଯ୍ୟାଳୟ ଘୋଷଣା କରିଛି ।,named_entities,or,0.0
or_00019,N/A,ଦୀପିକା ସହ ପୁଣେ weekend trip ପ୍ଲାନ କରିବା ।,ଦୀପିକା ସହ ପୁଣେ weekend trip ପ୍ଲାନ କରିବା ।,ଦୀପିକା ସହ ପୁଣେ weekend trip ପ୍ଲାନ କରିବା ।,deepikaa saha pune weekend trip plaana karibaa,ଦୀପିକା ସହ ପୁଣେ weekend trip ପ୍ଲାନ କରିବା ।,code_mixed_speech,or,0.0
or_00020,N/A,ମୂଲ୍ୟ ଆଜି 87 ml ରେ ପହଞ୍ચିଲା ।,N/A,ମୂଲ୍ୟ ଆଜି 87 ml ରେ ପହଞ୍ચିଲା ।,mool aaji 87 ml re pahanchilaa,ମୂଲ୍ୟ ଆଜି 87 ml ରେ ପହଞ୍ચିଲା ।,units_measurements,or,0.0
or_00021,N/A,ମୁଁ ଆସନ୍ତା ସପ୍ତାହରେ କରଣ ଙ୍କ ସହ ବାରାଣସୀ ଯିବାକୁ ଯୋଜନା କରୁଛି ।,ମୁଁ ଆସନ୍ତା ସପ୍ତାହରେ କରଣ ଙ୍କ ସହ ବାରାଣସୀ ଯିବାକୁ ଯୋଜନା କରୁଛି ।,ମୁଁ ଆସନ୍ତା ସପ୍ତାହରେ କରଣ ଙ୍କ ସହ ବାରାଣସୀ ଯିବାକୁ ଯୋଜନା କରୁଛି ।,mun aasantaa saptaahare karana nka saha baaraanasee yibaaku yojanaa karuchhi,ମୁଁ ଆସନ୍ତା ସପ୍ତାହରେ କରଣ ଙ୍କ ସହ ବାରାଣସୀ ଯିବାକୁ ଯୋଜନା କରୁଛି ।,named_entities,or,0.0
or_00022,N/A,ଆପଣ ଷ୍ଟୋରରુ Facebook ଆପ୍ ଡାଉନଲୋડ୍ କରିପାରିવେ ।,ଆପଣ ଷ୍ଟୋରରુ Facebook ଆପ୍ ଡାଉନଲୋડ୍ କରିପାରିવେ ।,ଆପଣ ଷ୍ଟୋରରુ Facebook ଆପ୍ ଡାଉନଲୋડ୍ କରିପାରିવେ ।,aapana shtoraru Facebook aap daaunalod karipaarive,ଆପଣ ଷ୍ଟୋରରુ Facebook ଆପ୍ ଡାଉନଲୋડ୍ କରିପାରିવେ ।,named_entities,or,0.0
or_00023,N/A,ଆଜિ office ରେ ବହୁତ productive ଦିନ ଥିલા ।,ଆଜિ office ରେ ବହୁତ productive ଦିନ ଥିલા ।,ଆଜિ office ରେ ବହୁତ productive ଦିନ ଥିલા ।,aaji office re bahuta productive dina thilaa,ଆଜિ office ରେ ବହୁତ productive ଦିନ ଥିલા ।,code_mixed_speech,or,0.0
or_00024,N/A,ମୋତେ ପ୍ରତି 1 ଘଣ୍ଟାରେ ପାଣି ପିଇବା ପାଇଁ ପାଇଁ ରିମାଇଣ୍ଡର ଦିଅନ୍ତು ।,ମୋତେ ପ୍ରତି 1 ଘଣ୍ଟାରେ ପାଣି ପିଇବା ପାଇଁ ପାଇଁ ରିମାଇଣ୍ଡର ଦିଅନ୍ତು ।,ମୋତେ ପ୍ରତି 1 ଘଣ୍ଟାରେ ପାଣି ପିଇବା ପାଇଁ ପାଇଁ ରିମାଇଣ୍ଡର ଦିଅନ୍ତು ।,mote prati 1 ghantaare paani piibaa paain paain rimaaindara diantu,ମୋତେ ପ୍ରତି 1 ଘଣ୍ଟାରେ ପାଣି ପିଇବା ପାଇଁ ପାଇଁ ରିମାଇଣ୍ଡର ଦିଅନ୍ତು ।,normal_native_speech,or,0.0
or_00025,N/A,ଦୟାକରି ପୂଜା ପାଇଁ ଟେବୁଲ୍ ବୁକ୍ କରନ୍ତୁ ।,ଦୟାକରି ପୂଜା ପାଇଁ ଟେବୁଲ୍ ବୁକ୍ କରନ୍ତୁ ।,ଦୟାକରି ପୂଜା ପାଇଁ ଟେବୁଲ୍ ବୁକ୍ କରନ୍ତୁ ।,daaakari poojaa paain tebul buk karantu,ଦୟାକରି ପୂଜା ପାଇଁ ଟେବୁଲ୍ ବୁକ୍ କରନ୍ତୁ ।,normal_native_speech,or,0.0
or_00026,N/A,ମୁଁ WhatsApp ରେ ଗୋଟିଏ trending video ଦେଖିବାକୁ ଚାହେଁ ।,ମୁଁ WhatsApp ରେ ଗୋଟିଏ trending video ଦେଖିବାକୁ ଚାହେଁ ।,ମୁଁ WhatsApp ରେ ଗୋଟିଏ trending video ଦେଖିବାକୁ ଚାହେଁ ।,mun WhatsApp re gotie trending video dekhibaaku chaahen,ମୁଁ WhatsApp ରେ ଗୋଟିଏ trending video ଦେଖିବାକୁ ଚାହେଁ ।,code_mixed_speech,or,0.0
or_00027,N/A,"ଏହି document ର ବିବରଣୀ ଗୋପନୀય ରଖନ୍ତુ, ଗୀତା ।","ଏହି document ର ବିବରଣୀ ଗୋପନୀય ରଖନ୍ତુ, ଗୀତା ।","ଏହି document ର ବିବରଣୀ ଗୋପନୀય ରଖନ୍ତુ, ଗୀତା ।","ehi document ra bibaranee gopaneeya rakhantu, geetaa","ଏହି document ର ବିବରଣୀ ଗୋପନୀય ରଖନ୍ତુ, ଗୀତା ।",english_word_retention,or,0.0
or_00028,N/A,କରଣ ସହ ଅହମଦାବାଦ weekend trip ପ୍ଲାନ କରିବା ।,କରଣ ସହ ଅହମଦାବାଦ weekend trip ପ୍ଲାନ କରିବା ।,କରଣ ସହ ଅହମଦାବାଦ weekend trip ପ୍ଲାନ କରିବା ।,karana saha ahamadaabaada weekend trip plaana karibaa,କରଣ ସହ ଅହମଦାବାଦ weekend trip ପ୍ଲାନ କରିବା ।,code_mixed_speech,or,0.0
or_00029,N/A,ଆପଣ ଷ୍ଟୋରରુ Instagram ଆପ୍ ଡାଉନଲୋડ୍ କରିପାରିવେ ।,ଆପଣ ଷ୍ଟୋରରુ Instagram ଆପ୍ ଡାଉନଲୋડ୍ କରିପାରିવେ ।,ଆପଣ ଷ୍ଟୋରରુ Instagram ଆପ୍ ଡାଉନଲୋડ୍ କରିପାରିવେ ।,aapana shtoraru Instagram aap daaunalod karipaarive,ଆପଣ ଷ୍ଟୋରରુ Instagram ଆପ୍ ଡାଉନଲୋડ୍ କରିପାରିવେ ।,named_entities,or,0.0
or_00030,N/A,ମୋର ମୋବାଇଲ୍ ନମ୍ବର ହେଉଛି 7353200147 ।,N/A,ମୋର ମୋବାଇଲ୍ ନମ୍ବର ହେଉଛି 7353200147 ।,mora mobaail nambara heuchhi 7353200147,ମୋର ମୋବାଇଲ୍ ନମ୍ବର ହେଉଛି 7353200147 ।,numeric_normalization,or,0.0
or_00031,N/A,"ଭାଷା ନିୟମଗୁଡିକ ଯତ୍ନର ସହ ଯାଞ୍ચ କରନ୍ତୁ, ଶ୍ରୁତି ।","ଭାଷା ନିୟମଗୁଡିକ ଯତ୍ନର ସହ ଯାଞ୍ચ କରନ୍ତୁ, ଶ୍ରୁତି ।","ଭାଷା ନିୟମଗୁଡିକ ଯତ୍ନର ସହ ଯାଞ୍ચ କରନ୍ତୁ, ଶ୍ରୁତି ।","bhaashaa nimagudika yatnara saha yaancha karantu, shruti","ଭାଷା ନିୟମଗୁଡିକ ଯତ୍ନର ସହ ଯାଞ୍ચ କରନ୍ତୁ, ଶ୍ରୁତି ।",language_script_consistency,or,0.0
or_00032,N/A,ଆଜિ office ରେ ବହୁତ busy ଦିନ ଥିલા ।,ଆଜિ office ରେ ବହୁତ busy ଦିନ ଥିલા ।,ଆଜિ office ରେ ବହୁତ busy ଦିନ ଥିલા ।,aaji office re bahuta busy dina thilaa,ଆଜિ office ରେ ବହୁତ busy ଦିନ ଥିલા ।,code_mixed_speech,or,0.0
or_00033,N/A,ମୋତେ 50 mbps କ୍ଷମତା ବିଶିଷ୍ଟ ଉପକରଣ ଆବଶ୍ୟକ ।,N/A,ମୋତେ 50 mbps କ୍ଷମତା ବିଶିଷ୍ଟ ଉପକରଣ ଆବଶ୍ୟକ ।,mote 50 mbps kshamataa bishishta upakarana aabashka,ମୋତେ 50 mbps କ୍ଷମତା ବିଶିଷ୍ଟ ଉପକରଣ ଆବଶ୍ୟକ ।,units_measurements,or,0.0
or_00034,N/A,ଦୟାକରି 09:45 ସୁଦ୍ଧା ପହଞ୍ଚନ୍ତು ।,N/A,ଦୟାକରି 09:45 ସୁଦ୍ଧା ପହଞ୍ଚନ୍ତು ।,daaakari 09:45 suddhaa pahanchantu,ଦୟାକରି 09:45 ସୁଦ୍ଧା ପହଞ୍ଚନ୍ତು ।,numeric_normalization,or,0.0
or_00035,N/A,"ଦୟାକରି ଆପଣଙ୍କ ଫୋନକୁ ପଠାଯାଇଥିବା WiFi ଦିଅନ୍ତୁ, ଗୀତା ।","ଦୟାକରି ଆପଣଙ୍କ ଫୋନକୁ ପଠାଯାଇଥିବା WiFi ଦିଅନ୍ତୁ, ଗୀତା ।","ଦୟାକରି ଆପଣଙ୍କ ଫୋନକୁ ପଠାଯାଇଥିବା WiFi ଦିଅନ୍ତୁ, ଗୀତା ।","daaakari aapananka phonaku pathaayaaithibaa WiFi diantu, geetaa","ଦୟାକରି ଆପଣଙ୍କ ଫୋନକୁ ପଠାଯାଇଥିବା WiFi ଦିଅନ୍ତୁ, ଗୀତା ।",abbreviations_acronyms,or,0.0
or_00036,N/A,Amazon କୋଚି ରେ ନୂତନ କାର୍ଯ୍ୟାଳୟ ଘୋଷଣା କରିଛି ।,Amazon କୋଚି ରେ ନୂତନ କାର୍ଯ୍ୟାଳୟ ଘୋଷଣା କରିଛି ।,Amazon କୋଚି ରେ ନୂତନ କାର୍ଯ୍ୟାଳୟ ଘୋଷଣା କରିଛି ।,Amazon kochi re nootana kaaryaa ghoshanaa karichhi,Amazon କୋଚି ରେ ନୂତନ କାର୍ଯ୍ୟାଳୟ ଘୋଷଣା କରିଛି ।,named_entities,or,0.0
or_00037,N/A,ରାହୁଲ Infosys ରେ ଜଣେ ଡେଭଲପର୍ ଭାବରେ କାମ କରନ୍ତି ।,ରାହୁଲ Infosys ରେ ଜଣେ ଡେଭଲପର୍ ଭାବରେ କାମ କରନ୍ତି ।,ରାହୁଲ Infosys ରେ ଜଣେ ଡେଭଲପର୍ ଭାବରେ କାମ କରନ୍ତି ।,raahula Infosys re jane debhalapar bhaabare kaama karanti,ରାହୁଲ Infosys ରେ ଜଣେ ଡେଭଲପର୍ ଭାବରେ କାମ କରନ୍ତି ।,named_entities,or,0.0
or_00038,N/A,ଦୟାକରି ଅଞ୍ଜଳି ପାଇଁ ଟେବୁଲ୍ ବୁକ୍ କରନ୍ତୁ ।,ଦୟାକରି ଅଞ୍ଜଳି ପାଇଁ ଟେବୁଲ୍ ବୁକ୍ କରନ୍ତୁ ।,ଦୟାକରି ଅଞ୍ଜଳି ପାଇଁ ଟେବୁଲ୍ ବୁକ୍ କରନ୍ତୁ ।,daaakari anjai paain tebul buk karantu,ଦୟାକରି ଅଞ୍ଜଳି ପାଇଁ ଟେବୁଲ୍ ବୁକ୍ କରନ୍ତୁ ।,normal_native_speech,or,0.0
or_00039,N/A,ନିଶ୍ଚିତ କରନ୍ତୁ କି ଥାଣେ ର ଟ୍ରାନ୍ସକ୍ରିପ୍ଟ ସ୍କ୍ରିପ୍ଟ ସଠିକ୍ ଅଛି ।,ନିଶ୍ଚିତ କରନ୍ତୁ କି ଥାଣେ ର ଟ୍ରାନ୍ସକ୍ରିପ୍ଟ ସ୍କ୍ରିପ୍ଟ ସଠିକ୍ ଅଛି ।,ନିଶ୍ଚିତ କରନ୍ତୁ କି ଥାଣେ ର ଟ୍ରାନ୍ସକ୍ରିପ୍ଟ ସ୍କ୍ରିପ୍ଟ ସଠିକ୍ ଅଛି ।,nishchita karantu ki thaane ra traansakripta skripta sathik achhi,ନିଶ୍ଚିତ କରନ୍ତୁ କି ଥାଣେ ର ଟ୍ରାନ୍ସକ୍ରିପ୍ଟ ସ୍କ୍ରିପ୍ଟ ସଠିକ୍ ଅଛି ।,language_script_consistency,or,0.0
or_00040,N/A,"ଆପଣ ମୋର server connection ଚେକ୍ କରିପାରିବେ କି, ବିକ୍ରମ?","ଆପଣ ମୋର server connection ଚେକ୍ କରିପାରିବେ କି, ବିକ୍ରମ?","ଆପଣ ମୋର server connection ଚେକ୍ କରିପାରିବେ କି, ବିକ୍ରମ?","aapana mora server connection chek karipaaribe ki, bikram?","ଆପଣ ମୋର server connection ଚେକ୍ କରିପାରିବେ କି, ବିକ୍ରମ?",code_mixed_speech,or,0.0
or_00041,N/A,ମୂଲ୍ୟ ଆଜି 79 % ରେ ପହଞ୍ચିଲା ।,N/A,ମୂଲ୍ୟ ଆଜି 79 % ରେ ପହଞ୍ચିଲା ।,mool aaji 79 % re pahanchilaa,ମୂଲ୍ୟ ଆଜି 79 % ରେ ପହଞ୍ચିଲା ।,units_measurements,or,0.0
or_00042,N/A,ପିଏନଆର 8236943731 ବ୍ୟବହାର କରି ସଂରକ୍ଷଣ ଯାଞ୍ଚ କରନ୍ତୁ ।,N/A,ପିଏନଆର 8236943731 ବ୍ୟବହାର କରି ସଂରକ୍ଷଣ ଯାଞ୍ଚ କରନ୍ତୁ ।,pienaaara 8236943731 bbahaara kari sanrakshana yaancha karantu,ପିଏନଆର 8236943731 ବ୍ୟବହାର କରି ସଂରକ୍ଷଣ ଯାଞ୍ଚ କରନ୍ତୁ ।,numeric_normalization,or,0.0
or_00043,N/A,ଇନଭଏସ ରୁମ ନମ୍ବર 54-53/8 କୁ ପଠାନ୍ତୁ ।,N/A,ଇନଭଏସ ରୁମ ନମ୍ବર 54-53/8 କୁ ପଠାନ୍ତୁ ।,inabhaesa ruma nambara 54-53/8 ku pathaantu,ଇନଭଏସ ରୁମ ନମ୍ବર 54-53/8 କୁ ପଠାନ୍ତୁ ।,numeric_normalization,or,0.0
or_00044,N/A,କୁନାଲ ସହ ଦିଲ୍ଲୀ weekend trip ପ୍ଲାନ କରିବା ।,କୁନାଲ ସହ ଦିଲ୍ଲୀ weekend trip ପ୍ଲାନ କରିବା ।,କୁନାଲ ସହ ଦିଲ୍ଲୀ weekend trip ପ୍ଲାନ କରିବା ।,kunaala saha dillee weekend trip plaana karibaa,କୁନାଲ ସହ ଦିଲ୍ଲୀ weekend trip ପ୍ଲାନ କରିବା ।,code_mixed_speech,or,0.0
or_00045,N/A,ଆମେ Spotify ରେ କୋડ୍ ଅପଲોડ୍ କରିବୁ ।,ଆମେ Spotify ରେ କୋડ୍ ଅପଲોડ୍ କରିବୁ ।,ଆମେ Spotify ରେ କୋડ୍ ଅପଲોડ୍ କରିବୁ ।,aame Spotify re kod apalod karibu,ଆମେ Spotify ରେ କୋડ୍ ଅପଲોડ୍ କରିବୁ ।,english_word_retention,or,0.0
or_00046,N/A,ଆଜિ office ରେ ବହୁତ exciting ଦିନ ଥିલા ।,ଆଜિ office ରେ ବହୁତ exciting ଦିନ ଥିલા ।,ଆଜિ office ରେ ବହୁତ exciting ଦିନ ଥିલા ।,aaji office re bahuta exciting dina thilaa,ଆଜિ office ରେ ବହୁତ exciting ଦିନ ଥିલા ।,code_mixed_speech,or,0.0
or_00047,N/A,ଆପଣଙ୍କର ବୁକିଂ ଆଇଡି ହେଉଛି 0372348 ।,N/A,ଆପଣଙ୍କର ବୁକିଂ ଆଇଡି ହେଉଛି 0372348 ।,aapanankara bukin aaidi heuchhi 0372348,ଆପଣଙ୍କର ବୁକିଂ ଆଇଡି ହେଉଛି 0372348 ।,numeric_normalization,or,0.0
or_00048,N/A,ବ୍ୟାକରଣର ଶୈଳୀ ଇନ୍ଦୋର ଅଞ୍ଚଳ ଅନୁସାରେ ଭିନ୍ନ ହୋઈଥାଏ ।,ବ୍ୟାକରଣର ଶୈଳୀ ଇନ୍ଦୋର ଅଞ୍ଚଳ ଅନୁସାରେ ଭିନ୍ନ ହୋઈଥାଏ ।,ବ୍ୟାକରଣର ଶୈଳୀ ଇନ୍ଦୋର ଅଞ୍ଚଳ ଅନୁସାରେ ଭିନ୍ନ ହୋઈଥାଏ ।,baakaranara shaiee indora ancha anusaare bhinna hoeethaae,ବ୍ୟାକରଣର ଶୈଳୀ ଇନ୍ଦୋର ଅଞ୍ଚଳ ଅନୁସାରେ ଭିନ୍ନ ହୋઈଥାଏ ।,similar_language_confusion,or,0.0
or_00049,N/A,ନିଶ୍ଚିତ କରନ୍ତୁ କି ଭୋପାଲ ର ଟ୍ରାନ୍ସକ୍ରିପ୍ଟ ସ୍କ୍ରିପ୍ଟ ସଠିକ୍ ଅଛି ।,ନିଶ୍ଚିତ କରନ୍ତୁ କି ଭୋପାଲ ର ଟ୍ରାନ୍ସକ୍ରିପ୍ଟ ସ୍କ୍ରିପ୍ଟ ସଠିକ୍ ଅଛି ।,ନିଶ୍ଚିତ କରନ୍ତୁ କି ଭୋପାଲ ର ଟ୍ରାନ୍ସକ୍ରିପ୍ଟ ସ୍କ୍ରିପ୍ଟ ସଠିକ୍ ଅଛି ।,nishchita karantu ki bhopaala ra traansakripta skripta sathik achhi,ନିଶ୍ଚିତ କରନ୍ତୁ କି ଭୋପାଲ ର ଟ୍ରାନ୍ସକ୍ରିପ୍ଟ ସ୍କ୍ରିପ୍ଟ ସଠିକ୍ ଅଛି ।,language_script_consistency,or,0.0
or_00050,N/A,Netflix ରେ ସ୍କ୍ରિપ୍ଟ ଆଉଟପୁଟ୍ ସଙ୍ગତି ଯାଞ୍ચ କରନ୍ତು ।,Netflix ରେ ସ୍କ୍ରિપ୍ଟ ଆଉଟପୁଟ୍ ସଙ୍ગତି ଯାଞ୍ચ କରନ୍ତು ।,Netflix ରେ ସ୍କ୍ରિપ୍ଟ ଆଉଟପୁଟ୍ ସଙ୍ગତି ଯାଞ୍ચ କରନ୍ତು ।,Netflix re skripta aautaput sangati yaancha karantu,Netflix ରେ ସ୍କ୍ରિપ୍ଟ ଆଉଟପୁଟ୍ ସଙ୍ગତି ଯାଞ୍ચ କରନ୍ତು ।,language_script_consistency,or,0.0
or_00051,N/A,ମୋତେ 256 GHz କ୍ଷମତା ବିଶିଷ୍ଟ ଉପକରଣ ଆବଶ୍ୟକ ।,N/A,ମୋତେ 256 GHz କ୍ଷମତା ବିଶିଷ୍ଟ ଉପକରଣ ଆବଶ୍ୟକ ।,mote 256 GHz kshamataa bishishta upakarana aabashka,ମୋତେ 256 GHz କ୍ଷମତା ବିଶିଷ୍ଟ ଉପକରଣ ଆବଶ୍ୟକ ।,units_measurements,or,0.0
